Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,1305,162.9,78170048,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,38,162.9,78170240,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,300,162.9,78170242,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,489,162.9,78170236,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,880,162.9,78170158,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,1988,162.9,78170821,1.3E+15,13-04-2023 14:35,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,156,163.5,78198370,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,19,163.55,78198367,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,393,163.6,78198364,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,1,163.6,78198365,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,1320,163.6,78198366,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,19,163.5,78198368,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
RELINFRA,INE036A01016,13-04-2023,NSE,EQ,EQ,sell,FALSE,92,163.5,78198369,1.3E+15,13-04-2023 14:37,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,21-04-2023,BSE,EQ,X,sell,FALSE,500,113.5,6069400,1.68205E+18,21-04-2023 10:09,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,21-04-2023,BSE,EQ,X,sell,FALSE,215,113.5,6070800,1.68205E+18,21-04-2023 10:09,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,21-04-2023,BSE,EQ,X,sell,FALSE,500,113.5,6071400,1.68205E+18,21-04-2023 10:09,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,21-04-2023,BSE,EQ,X,sell,FALSE,5,113.5,6172100,1.68205E+18,21-04-2023 10:10,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,21-04-2023,BSE,EQ,X,sell,FALSE,10,113.5,6235100,1.68205E+18,21-04-2023 10:11,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51509994,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51509945,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510001,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510007,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510013,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510019,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510025,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,3000,18,51510030,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,21-04-2023,NSE,EQ,EQ,buy,FALSE,1000,18,51510035,1.2E+15,21-04-2023 11:24,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,100,103.4,25629911,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,180,103.4,25630447,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,1,103.4,25630722,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,219,103.4,25630913,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,731,103.4,25630915,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,2000,103.4,25631014,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,200,103.4,25631027,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,1,103.4,25631539,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,13,103.4,25631730,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,286,103.4,25631744,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,24-04-2023,NSE,EQ,EQ,sell,FALSE,1269,103.4,25631747,1.1E+15,24-04-2023 09:38,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,2325,103.3,27878385,1.1E+15,24-04-2023 13:04,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,90,103.3,27879566,1.1E+15,24-04-2023 13:04,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,410,103.3,27879610,1.1E+15,24-04-2023 13:04,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,900,103.3,27879613,1.1E+15,24-04-2023 13:04,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,75,103.3,27881363,1.1E+15,24-04-2023 13:05,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,425,103.3,27902672,1.1E+15,24-04-2023 13:07,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,41,103.3,27906488,1.1E+15,24-04-2023 13:07,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,3,103.3,27909186,1.1E+15,24-04-2023 13:08,,,,,,,,,,,,,,,,
HSCL,INE019C01026,04-24-2023,NSE,EQ,EQ,sell,FALSE,731,103.05,27941078,1.1E+15,24-04-2023 13:11,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,100,18.45,52606188,1.2E+15,24-04-2023 13:55,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1,18.45,52607230,1.2E+15,24-04-2023 13:55,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,500,18.45,52608120,1.2E+15,24-04-2023 13:55,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,10,18.45,52608125,1.2E+15,24-04-2023 13:55,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1000,18.45,52610853,1.2E+15,24-04-2023 13:56,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,50,18.45,52613075,1.2E+15,24-04-2023 13:56,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,450,18.45,52614725,1.2E+15,24-04-2023 13:56,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,50,18.45,52614841,1.2E+15,24-04-2023 13:56,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,339,18.45,52615759,1.2E+15,24-04-2023 13:56,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,11,18.35,52751051,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,50,18.35,52752516,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,150,18.35,52753031,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,2289,18.35,52753114,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1911,18.35,52753118,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,589,18.35,52753120,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1967,18.35,52754522,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,533,18.35,52755721,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1367,18.35,52755724,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,789,18.35,52755725,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,784,18.35,52755726,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,780,18.35,52755727,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1753,18.35,52755728,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,23,18.35,52755729,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,303,18.35,52755730,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1061,18.35,52755731,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,341,18.35,52755732,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,230,18.35,52756336,1.2E+15,24-04-2023 14:14,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1,18.35,52758406,1.2E+15,24-04-2023 14:15,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,541,18.35,52763001,1.2E+15,24-04-2023 14:15,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,719,18.35,52764327,1.2E+15,24-04-2023 14:16,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,100,18.35,52768077,1.2E+15,24-04-2023 14:16,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,400,18.35,52769373,1.2E+15,24-04-2023 14:16,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,400,18.35,52772832,1.2E+15,24-04-2023 14:16,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,50,18.35,52778333,1.2E+15,24-04-2023 14:17,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,1,18.35,52780061,1.2E+15,24-04-2023 14:17,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,100,18.35,52783753,1.2E+15,24-04-2023 14:18,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,730,18.35,52784389,1.2E+15,24-04-2023 14:18,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,191,18.35,52796658,1.2E+15,24-04-2023 14:19,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,9,18.35,52798879,1.2E+15,24-04-2023 14:20,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,10,18.35,52801571,1.2E+15,24-04-2023 14:20,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,40,18.35,52803377,1.2E+15,24-04-2023 14:20,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,500,18.35,52804388,1.2E+15,24-04-2023 14:20,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,5,18.35,52810960,1.2E+15,24-04-2023 14:21,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,10,18.35,52812762,1.2E+15,24-04-2023 14:21,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,60,18.35,52812798,1.2E+15,24-04-2023 14:21,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,103,18.35,52813099,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,80,18.35,52815667,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,20,18.35,52816273,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,25,18.35,52816805,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,30,18.35,52817159,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,500,18.35,52818469,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,10,18.35,52819793,1.2E+15,24-04-2023 14:22,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,250,18.35,52822330,1.2E+15,24-04-2023 14:23,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,657,18.35,52822979,1.2E+15,24-04-2023 14:23,,,,,,,,,,,,,,,,
PATELENG,INE244B01030,04-24-2023,NSE,EQ,EQ,sell,FALSE,2027,18.35,52823842,1.2E+15,24-04-2023 14:23,,,,,,,,,,,,,,,,
KINGSINFR-X,INE050N01010,04-25-2023,BSE,EQ,X,sell,FALSE,770,117,968600,1.68239E+18,25-04-2023 09:18,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,700,104.35,4095000,1.68266E+18,28-04-2023 11:35,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,700,104.2,4105400,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,359,104.2,4105600,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,359,104.2,4105800,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,2878,104.2,4106000,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,359,104.2,4106200,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,359,104.2,4106400,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,25,104.2,4106600,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,100,104.2,4106800,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,50,104.2,4107000,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,359,104.2,4107200,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,752,104.2,4107400,1.68266E+18,28-04-2023 11:36,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,454,104.82,4410900,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,50,104.8,4411100,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,96,104.8,4411200,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,1,104.8,4411400,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,32,104.8,4411600,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,300,104.8,4411800,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,267,104.8,4412000,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,300,104.8,4412200,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,300,104.8,4412400,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,300,104.8,4412600,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,100,104.8,4412800,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,25,104.8,4413000,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,100,104.8,4415700,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,BSE,EQ,A,sell,FALSE,675,104.8,4416600,1.68266E+18,28-04-2023 11:59,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,42,103.55,27910311,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,100,103.55,27910312,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,12,103.55,27910313,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,40,103.55,27910314,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,100,103.55,27910315,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,6,103.55,27911710,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,60,103.55,27913824,1.1E+15,28-04-2023 12:39,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,2,103.55,27914713,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,1,103.55,27917490,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,3,103.55,27919202,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,234,103.55,27919365,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,704,103.55,27919367,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,1,103.55,27922593,1.1E+15,28-04-2023 12:40,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,299,103.55,27924167,1.1E+15,28-04-2023 12:41,,,,,,,,,,,,,,,,
HSCL,INE019C01026,4-28-2023,NSE,EQ,EQ,sell,FALSE,1396,103.55,27924169,1.1E+15,28-04-2023 12:41,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,500,105.9,25166086,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165143,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165157,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165173,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165421,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,19,105.9,25165422,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165423,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165424,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165467,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165468,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,19,105.9,25165469,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,22,105.9,25165470,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165476,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165477,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,19,105.9,25165478,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165479,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165485,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165486,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,19,105.9,25165487,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,100,105.9,25165488,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165493,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
HSCL,INE019C01026,05-02-2023,NSE,EQ,EQ,sell,FALSE,10,105.9,25165494,1.1E+15,02-05-2023 09:16,,,,,,,,,,,,,,,,
